all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"

original sentence,Final authority over lifting the cap rested with the federal government .
wrong word,over 3
mutation sentence,Final authority over further lifting the cap rested with the federal government .

original sentence,Have they expressed any interest in negotiating ?
wrong word,in 6
mutation sentence,Have they expressed any interest in further negotiating ?

original sentence,"I have written a lot recently about healing the self so today here are a few words on healing our collective body , mind and soul ."
wrong word,about 7
mutation sentence,"I have written a lot recently about spiritual healing the self so today here are a few words on healing our collective body , mind and soul ."

original sentence,""" The Senate Appropriations Committee used a somewhat controversial technique Tuesday to increase NASA 's fiscal year 2005 budget by $ 200 million over what President Bush requested ."
wrong word,over 24
mutation sentence,""" The Senate Appropriations Committee used a somewhat controversial technique Tuesday to increase NASA 's fiscal year 2005 budget by $ 200 million over double what President Bush requested ."
mutation sentence,""" The Senate Appropriations Committee used a somewhat controversial technique Tuesday to increase NASA 's fiscal year 2005 budget by $ 200 million over what outgoing President Bush requested ."

original sentence,"If you have any questions , please request clarification prior to rating the answer ."
wrong word,to 11
mutation sentence,"If you have any questions , please request clarification prior to further rating the answer ."

original sentence,"With each breath , feel the muscles in your body becoming lighter and lighter , and also your external motor and sensory organs are feeling like they are withdrawing from the world into a special inner quietness ."
wrong word,like 26
mutation sentence,"With each breath , feel the muscles in your body becoming lighter and lighter , and also your external motor and sensory organs are feeling like maybe they are withdrawing from the world into a special inner quietness ."
mutation sentence,"With each breath , feel the muscles in your body becoming lighter and lighter , and also your external motor and sensory organs are feeling like somehow they are withdrawing from the world into a special inner quietness ."

original sentence,Please continue its success by carefully adhering to the instructions .
wrong word,by 5
mutation sentence,Please continue its success by more carefully adhering to the instructions .

original sentence,You are in the business of developing Mailing Lists .
wrong word,of 6
mutation sentence,You are in the business of further developing Mailing Lists .

original sentence,PLEASE REMEMBER that this program remains successful because of the honesty and integrity of the participants and by their carefully adhering to directions .
wrong word,by 18
mutation sentence,PLEASE REMEMBER that this program remains successful because of the honesty and integrity of the participants and by their most carefully adhering to directions .
mutation sentence,PLEASE REMEMBER that this program remains successful because of the honesty and integrity of the participants and by their so carefully adhering to directions .

original sentence,Pew researchers looked at about 40 studies that could provide an assessment of whether climate was affecting biology .
wrong word,of 13
mutation sentence,Pew researchers looked at about 40 studies that could provide an assessment of just whether climate was affecting biology .
mutation sentence,Pew researchers looked at about 40 studies that could provide an assessment of exactly whether climate was affecting biology .

original sentence,"Meanwhile , President George W Bush has said he will lead an inquiry into how the disaster was handled ."
wrong word,into 14
mutation sentence,"Meanwhile , President George W Bush has said he will lead an inquiry into just how the disaster was handled ."

original sentence,"As 2005 progresses , the road ahead will become clearer ."
wrong word,As 1
mutation sentence,"As 2005 further progresses , the road ahead will become clearer ."

original sentence,"A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles ."
wrong word,for 43
mutation sentence,"A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long however , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles ."
mutation sentence,"A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the young Spaniard developed so much affectation & bombast that he became unpopular in Court circles ."
mutation sentence,"A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the old Spaniard developed so much affectation & bombast that he became unpopular in Court circles ."
mutation sentence,"A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the poor Spaniard developed so much affectation & bombast that he became unpopular in Court circles ."

original sentence,"When John asked George while they were having lunch about how things were going for Paul after his separation from the Beatles and George replied that he was number one in the Swedish hit parade , John said in a despective manner : "" ah !! .. in Sweden .. "" , as if Sweden was an inferior place or something alike ."
wrong word,about 10
mutation sentence,"When John asked George while they were having lunch about just how things were going for Paul after his separation from the Beatles and George replied that he was number one in the Swedish hit parade , John said in a despective manner : "" ah !! .. in Sweden .. "" , as if Sweden was an inferior place or something alike ."

original sentence,"Satan deceiving mankind once again , as so many other thousands of times through the centuries ...."
wrong word,as 7
mutation sentence,"Satan deceiving mankind once again , much as so many other thousands of times through the centuries ...."

original sentence,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options ."
wrong word,of 39
mutation sentence,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of further bringing the mullah - led regime into line , including military options ."

original sentence,No one employs people from Hartpury because of what they received on work experience .
wrong word,of 8
mutation sentence,No one employs people from Hartpury because of only what they received on work experience .
mutation sentence,No one employs people from Hartpury because of just what they received on work experience .
mutation sentence,No one employs people from Hartpury because of exactly what they received on work experience .

original sentence,From what I understand they 're pretty much the same thing .
wrong word,From 1
mutation sentence,From just what I understand they 're pretty much the same thing .
mutation sentence,From only what I understand they 're pretty much the same thing .

original sentence,Any and all suggestions on what I need to do and buy will help .
wrong word,on 5
mutation sentence,Any and all suggestions on exactly what I need to do and buy will help .
mutation sentence,Any and all suggestions on just what I need to do and buy will help .

original sentence,"Sounds like your 2 at least tolerate each other , so there is hope there ."
wrong word,like 2
mutation sentence,"Sounds like now your 2 at least tolerate each other , so there is hope there ."

original sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with small amounts of urine being passed ."
wrong word,with 18
mutation sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with small amounts of urine often being passed ."
mutation sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with small amounts of urine frequently being passed ."
mutation sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with small amounts of urine regularly being passed ."
mutation sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with small amounts of urine only being passed ."

original sentence,"My suggestion is to pay close attention to what 's going on in the background and if possible , stand on a chair , get on the ground , do whatever you need to do to get rid of distracting elements ."
wrong word,to 8
mutation sentence,"My suggestion is to pay close attention to exactly what 's going on in the background and if possible , stand on a chair , get on the ground , do whatever you need to do to get rid of distracting elements ."
mutation sentence,"My suggestion is to pay close attention to just what 's going on in the background and if possible , stand on a chair , get on the ground , do whatever you need to do to get rid of distracting elements ."
mutation sentence,"My suggestion is to pay close attention to only what 's going on in the background and if possible , stand on a chair , get on the ground , do whatever you need to do to get rid of distracting elements ."

original sentence,Using a fairly wide aperture is also helpful in blurring out unwanted background elements .
wrong word,in 9
mutation sentence,Using a fairly wide aperture is also helpful in better blurring out unwanted background elements .

original sentence,My opinion - take it for what it 's worth … :-)
wrong word,for 6
mutation sentence,My opinion - take it for what exactly it 's worth … :-)

original sentence,Does your budget limit you to how long you can stay in each place ?
wrong word,to 6
mutation sentence,Does your budget limit you to just how long you can stay in each place ?
mutation sentence,Does your budget limit you to exactly how long you can stay in each place ?
mutation sentence,Does your budget limit you to only how long you can stay in each place ?
mutation sentence,Does your budget limit you to how very long you can stay in each place ?

original sentence,Is it normal for dogs to throw up blood while having gastroenteritis ?
wrong word,for 4
mutation sentence,Is it normal for dogs not to throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to accidentally throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to not throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to repeatedly throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to occasionally throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to constantly throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to frequently throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to suddenly throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to intentionally throw up blood while having gastroenteritis ?
mutation sentence,Is it normal for dogs to deliberately throw up blood while having gastroenteritis ?

original sentence,From what you say the messages given by this girl are quite clear .
wrong word,From 1
mutation sentence,From just what you say the messages given by this girl are quite clear .

original sentence,"Take the messages for what they are : she has no objection in you being pals at uni , but she does not want to take matters further ."
wrong word,for 4
mutation sentence,"Take the messages for exactly what they are : she has no objection in you being pals at uni , but she does not want to take matters further ."
mutation sentence,"Take the messages for just what they are : she has no objection in you being pals at uni , but she does not want to take matters further ."

original sentence,"And it 's not all about how much you earn , cost of living is much higher in many cities in Australia ."
wrong word,about 6
mutation sentence,"And it 's not all about just how much you earn , cost of living is much higher in many cities in Australia ."
mutation sentence,"And it 's not all about exactly how much you earn , cost of living is much higher in many cities in Australia ."
mutation sentence,"And it 's not all about only how much you earn , cost of living is much higher in many cities in Australia ."

original sentence,he has been going to the bathroom like he should .
wrong word,like 8
mutation sentence,he has been going to the bathroom like maybe he should .

original sentence,"Ireland receives a lot of rain , with certain areas getting a soaking as many as 270 days of the year ."
wrong word,with 8
mutation sentence,"Ireland receives a lot of rain , often with certain areas getting a soaking as many as 270 days of the year ."
mutation sentence,"Ireland receives a lot of rain , sometimes with certain areas getting a soaking as many as 270 days of the year ."
mutation sentence,"Ireland receives a lot of rain , with certain areas often getting a soaking as many as 270 days of the year ."
mutation sentence,"Ireland receives a lot of rain , with certain areas reportedly getting a soaking as many as 270 days of the year ."

original sentence,He had this Habit of telling you Everything ..
wrong word,of 5
mutation sentence,He had this Habit of Always telling you Everything ..

original sentence,I know that I have the possibility of treating him and still having to put him down .
wrong word,of 8
mutation sentence,I know that I have the possibility of better treating him and still having to put him down .

original sentence,I will have the EPM test done before treating .
wrong word,before 8
mutation sentence,I will have the EPM test done before further treating .

original sentence,MSU does a lot of EPM studies because of how common it is here .
wrong word,of 9
mutation sentence,MSU does a lot of EPM studies because of just how common it is here .
mutation sentence,MSU does a lot of EPM studies because of exactly how common it is here .
mutation sentence,MSU does a lot of EPM studies because of how very common it is here .
mutation sentence,MSU does a lot of EPM studies because of how relatively common it is here .
mutation sentence,MSU does a lot of EPM studies because of how more common it is here .
mutation sentence,MSU does a lot of EPM studies because of how extremely common it is here .
mutation sentence,MSU does a lot of EPM studies because of how fairly common it is here .
mutation sentence,MSU does a lot of EPM studies because of how widely common it is here .
mutation sentence,MSU does a lot of EPM studies because of how highly common it is here .

original sentence,Dallas Criminal Attorney Peter Barrett is absolutely committed to vigorously supporting your rights and achieving a successful outcome .
wrong word,to 9
mutation sentence,Dallas Criminal Attorney Peter Barrett is absolutely committed to most vigorously supporting your rights and achieving a successful outcome .

original sentence,It is a great course for local golfers to be proud of and all the comments in 2008 have been very positive !!
wrong word,for 6
mutation sentence,It is a great course for local golfers to always be proud of and all the comments in 2008 have been very positive !!
mutation sentence,It is a great course for local golfers to really be proud of and all the comments in 2008 have been very positive !!
mutation sentence,It is a great course for local golfers to truly be proud of and all the comments in 2008 have been very positive !!
mutation sentence,It is a great course for local golfers to still be proud of and all the comments in 2008 have been very positive !!
mutation sentence,It is a great course for local golfers to also be proud of and all the comments in 2008 have been very positive !!
mutation sentence,It is a great course for local golfers to all be proud of and all the comments in 2008 have been very positive !!
mutation sentence,It is a great course for local golfers to absolutely be proud of and all the comments in 2008 have been very positive !!

original sentence,I spent quite a bit because I spoil my little princess .
wrong word,because 6
mutation sentence,I spent quite a bit because then I spoil my little princess .

original sentence,She makes you feel like you are the most important person in the world .
wrong word,like 5
mutation sentence,She makes you feel like maybe you are the most important person in the world .

original sentence,The whole experience shows a hotel managed by what must be a 2 star hotel manager .
wrong word,by 8
mutation sentence,The above whole experience shows a hotel managed by what must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by only what must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what really must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what surely must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what clearly must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what normally must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what obviously must be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must normally be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must probably be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must usually be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must clearly be a 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must be a certified 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must be a qualified 2 star hotel manager .
mutation sentence,The whole experience shows a hotel managed by what must be a respected 2 star hotel manager .

original sentence,Looks like there 's a lot of talent in this place .
wrong word,like 2
mutation sentence,Looks like today there 's a lot of talent in this place .

original sentence,I sincerely wonder if the doctor has a clue about what is going on within his practice .
wrong word,about 10
mutation sentence,I sincerely wonder if the doctor has a clue about just what is going on within his practice .

original sentence,"It 's not the classiest place , but it was cleaner than I expected and the staff was very friendly ."
wrong word,than 12
mutation sentence,"It 's not the classiest place , but it was cleaner than even I expected and the staff was very friendly ."

original sentence,i mean a 2 day stay was a ok stay even tho the manager looked like he was chineze and that we only slept and went out from 8 to 7 to see New York .
wrong word,like 16
mutation sentence,i mean a 2 day stay was a ok stay even tho the manager looked like only he was chineze and that we only slept and went out from 8 to 7 to see New York .

original sentence,"I know it can take a while for results and did n't expect a miracle , but after 2 months I felt like it was not entirely worth the cost / time ."
wrong word,like 23
mutation sentence,"I know it can take a while for results and did n't expect a miracle , but after 2 months I felt like maybe it was not entirely worth the cost / time ."
mutation sentence,"I know it can take a while for results and did n't expect a miracle , but after 2 months I felt like somehow it was not entirely worth the cost / time ."

original sentence,I recently took a rescue puppy to this Clinic and I was SHOCKED at how well Romeo and My family was treated .
wrong word,at 14
mutation sentence,I recently took a rescue puppy to this Clinic and I was SHOCKED at just how well Romeo and My family was treated .

original sentence,"it seems like it s healthier too , but it s prolly not ."
wrong word,like 3
mutation sentence,"it seems like now it s healthier too , but it s prolly not ."

original sentence,"The price was actually lower than what I had anticipated and used to compared to other places , plus he showed me the work he did when I came in to pick up the car ."
wrong word,than 6
mutation sentence,"The price was actually lower than even what I had anticipated and used to compared to other places , plus he showed me the work he did when I came in to pick up the car ."
mutation sentence,"The price was actually lower than just what I had anticipated and used to compared to other places , plus he showed me the work he did when I came in to pick up the car ."
mutation sentence,"The price was actually lower than exactly what I had anticipated and used to compared to other places , plus he showed me the work he did when I came in to pick up the car ."
mutation sentence,"The price was actually lower than what even I had anticipated and used to compared to other places , plus he showed me the work he did when I came in to pick up the car ."
mutation sentence,"The price was actually lower than what exactly I had anticipated and used to compared to other places , plus he showed me the work he did when I came in to pick up the car ."

original sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what she had wanted .
wrong word,than 18
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than just what she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than exactly what she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what ever she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what even she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what exactly she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what really she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what actually she had wanted .
mutation sentence,They also got my friend s order mixed up and wanted to charger her $ 10 more than what originally she had wanted .

original sentence,"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what I paid to have the original return prepared ."
wrong word,than 20
mutation sentence,"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than even what I paid to have the original return prepared ."
mutation sentence,"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than just what I paid to have the original return prepared ."
mutation sentence,"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what exactly I paid to have the original return prepared ."
mutation sentence,"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what actually I paid to have the original return prepared ."

original sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of what they see when their dogs meet other dogs ."
wrong word,of 29
mutation sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of exactly what they see when their dogs meet other dogs ."
mutation sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of just what they see when their dogs meet other dogs ."
mutation sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of only what they see when their dogs meet other dogs ."
mutation sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of precisely what they see when their dogs meet other dogs ."
mutation sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of what exactly they see when their dogs meet other dogs ."
mutation sentence,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of what else they see when their dogs meet other dogs ."

original sentence,Not owners that seem like they have something to hide and know nothing about common courtesy and customer service .
wrong word,like 5
mutation sentence,Not owners that seem like maybe they have something to hide and know nothing about common courtesy and customer service .



"pos from 从句连词 to 副词
"
original sentence,"Some conservationists want the protection extended so wolves can move into other states , including Colorado , Utah and Oregon , among others ."
wrong word,so 7
mutation sentence,"Some conservationists want the protection extended so wolves there can move into other states , including Colorado , Utah and Oregon , among others ."
mutation sentence,"Some conservationists want the protection extended so wolves worldwide can move into other states , including Colorado , Utah and Oregon , among others ."
mutation sentence,"Some conservationists want the protection extended so wolves elsewhere can move into other states , including Colorado , Utah and Oregon , among others ."

original sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes .
wrong word,so 17
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families just so they can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they too can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they themselves can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they still can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they more can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they also can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they alone can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they now can heat their homes .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes better .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes properly .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes adequately .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes efficiently .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes again .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes more .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes economically .
mutation sentence,$ 300 m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes faster .

original sentence,"iw ould just stick him in the tank and let your snake have a nice hunt for once , snakes jaws detach for this sort of this thing , so why not give her a good hunt , but if you do want him knock him i d just throw him against the wall or something ,, lol i do nt know , i agree with you though throw him , haha"
wrong word,why 31
mutation sentence,"iw ould just stick him in the tank and let your snake have a nice hunt for once , snakes jaws detach for this sort of this thing , so why else not give her a good hunt , but if you do want him knock him i d just throw him against the wall or something ,, lol i do nt know , i agree with you though throw him , haha"

original sentence,At the moment if you move overseas you can only come back to New Zealand for a short amount of time before they 'll force you cough up .
wrong word,before 22
mutation sentence,At the moment if you move overseas you can only come back to New Zealand for a short amount of time before eventually they 'll force you cough up .

original sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up ."
wrong word,so 15
mutation sentence,"The thing to do is to bring just the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring only the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right warm clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you today , clothes so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you though , clothes so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you tomorrow , clothes so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes enough so you can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you really can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you too can layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can just layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can only layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can still layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can quickly layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can always layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can easily layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can simply layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can not layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can both layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can safely layer up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer right up if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up inside if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up underneath if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up quickly if it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if really it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if even it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if suddenly it is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it too is cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is too cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is really cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is very cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is still cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is not cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is so cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is that cold and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold enough and take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and then take off layers when it warms up ."
mutation sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when finally it warms up ."

original sentence,"With young ones , I would definitely get a window or view room so they can see outside ."
wrong word,so 14
mutation sentence,"With young ones , I would definitely get a window or view room so they really can see outside ."
mutation sentence,"With young ones , I would definitely get a window or view room so they too can see outside ."
mutation sentence,"With young ones , I would definitely get a window or view room so they still can see outside ."
mutation sentence,"With young ones , I would definitely get a window or view room so they actually can see outside ."
mutation sentence,"With young ones , I would definitely get a window or view room so they truly can see outside ."
mutation sentence,"With young ones , I would definitely get a window or view room so they also can see outside ."
mutation sentence,"With young ones , I would definitely get a window or view room so they probably can see outside ."

original sentence,Even though I live pretty far from her office I still make the trip so my daughters will have the BEST !
wrong word,so 15
mutation sentence,Even though I live pretty far from her office I still make twice the trip so my daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the daily trip so my daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so hopefully my daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my own daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my little daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my young daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my future daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my beautiful daughters will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my daughters here will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my daughters today will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my daughters alone will have the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my daughters will have just the BEST !
mutation sentence,Even though I live pretty far from her office I still make the trip so my daughters will have the same BEST !

original sentence,How these guys can get away with being so rude with people is mind blowing .
wrong word,How 1
mutation sentence,How just these guys can get away with being so rude with people is mind blowing .

original sentence,i mean a 2 day stay was a ok stay even tho the manager looked like he was chineze and that we only slept and went out from 8 to 7 to see New York .
wrong word,tho 12
mutation sentence,i mean a 2 day stay was a ok stay even tho even the manager looked like he was chineze and that we only slept and went out from 8 to 7 to see New York .

original sentence,"~ It took over 40 mins to be taken to our table , once there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."
wrong word,once 14
mutation sentence,"~ It took over 40 mins to be taken to our table , then once there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."
mutation sentence,"~ It took over 40 mins to be taken to our table , so once there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."
mutation sentence,"~ It took over 40 mins to be taken to our table , once up there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."
mutation sentence,"~ It took over 40 mins to be taken to our table , once down there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."
mutation sentence,"~ It took over 40 mins to be taken to our table , once back there it took another 20 mins to get our orders and a further 45 mins till our starters landed on our table ."



"pos from 从句连词 to 助词
"


"pos from 从句连词 to 并列连词
"
original sentence,but sice we almost just slept there i ca nt give that good of a review
wrong word,sice 2
mutation sentence,but in sice we almost just slept there i ca nt give that good of a review



"pos from 从句连词 to 定冠
"


"pos from 从句连词 to 感叹
"


"pos from 从句连词 to 名词
"


"pos from 从句连词 to 数字
"


"pos from 从句连词 to 功能
"


