all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"

original sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level ."
wrong word,for
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , mostly for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , usually for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , ostensibly for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , mainly for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , primarily for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , presumably for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , except for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , even for performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for only performing murders at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders only at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders even at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders mostly at the retail level ."
mutation sentence,"Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level ) ."

original sentence,"According to the controversial "" Feith memo , "" which summarized purported intelligence showing an Iraqi / Al Qaeda connection , Osama Bin Laden had asked Iraqi intelligence for technical assistance in sending letter bombs a half year before the Al Hayat letters were sent ."
wrong word,in
mutation sentence,"According to the controversial "" Feith memo , "" which summarized purported intelligence showing an Iraqi / Al Qaeda connection , Osama Bin Laden had asked Iraqi intelligence for technical assistance in the sending letter bombs a half year before the Al Hayat letters were sent ."

original sentence,I have price targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
wrong word,of
mutation sentence,I also have price targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I do have price targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I now have price targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I still have price targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price fixing targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price based targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price driven targets of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets out of where I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets of where else I would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets of where I most would like to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets of where I would like you to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets of where I would like them to lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets of where I would like to further lighten up exposure to ENE and will use calls to implement the stategy .
mutation sentence,I have price targets of where I would like to be lighten up exposure to ENE and will use calls to implement the stategy .

original sentence,The brochure for the Conference and associated Workshops can be obtained by clicking on the link below : < http://www.euci.com/pdf/trans_expn.pdf > << http://www.euci.com/pdf/trans_expn.pdf >>
wrong word,by
mutation sentence,The brochure for the Conference and associated Workshops can be obtained by right clicking on the link below : < http://www.euci.com/pdf/trans_expn.pdf > << http://www.euci.com/pdf/trans_expn.pdf >>
mutation sentence,The brochure for the Conference and associated Workshops can be obtained by double clicking on the link below : < http://www.euci.com/pdf/trans_expn.pdf > << http://www.euci.com/pdf/trans_expn.pdf >>
mutation sentence,The brochure for the Conference and associated Workshops can be obtained by left clicking on the link below : < http://www.euci.com/pdf/trans_expn.pdf > << http://www.euci.com/pdf/trans_expn.pdf >>

original sentence,"There is a corporate data sheet for this company , but this entity seems to have been inactive since it 's creation ."
wrong word,since
mutation sentence,"There is a corporate data sheet for this company , but this entity seems to have been inactive since the it 's creation ."
mutation sentence,"There is a corporate data sheet for this company , but this entity seems to have been inactive since after it 's creation ."
mutation sentence,"There is a corporate data sheet for this company , but this entity seems to have been inactive since it 's first creation ."
mutation sentence,"There is a corporate data sheet for this company , but this entity seems to have been inactive since it 's own creation ."

original sentence,How about meeting at 11:30 or 12 ?
wrong word,about
mutation sentence,How about a meeting at 11:30 or 12 ?
mutation sentence,How about the meeting at 11:30 or 12 ?
mutation sentence,How about our meeting at 11:30 or 12 ?
mutation sentence,How about another meeting at 11:30 or 12 ?
mutation sentence,How about that meeting at 11:30 or 12 ?
mutation sentence,How about meeting at 11:30 or about 12 ?

original sentence,"And not to belittle the process of creating the standards , the tough part ( and the real meat behind this ) will be an effective exception report on a global basis against these standards ."
wrong word,of
mutation sentence,"And not to belittle the process of the creating the standards , the tough part ( and the real meat behind this ) will be an effective exception report on a global basis against these standards ."

original sentence,In some respects I do n't think the first panel could have gone much better ; everyone thanked FERC for intervening ( though for different reasons ) .
wrong word,for
mutation sentence,In some respects I do n't think the first panel could have gone much better ; everyone thanked FERC for intervening ( perhaps though for different reasons ) .

original sentence,I do know that most of the time this plant was not buring like it did in July and August of this year .
wrong word,like
mutation sentence,I do know that most of the time this plant was not buring like that it did in July and August of this year .

original sentence,"Although small , they are all "" fully functioning "" and very well - they are in the lowest level of special care ( and they will probably be in there for another two to four weeks ) until they can feed properly and maintain their weights ."
wrong word,until
mutation sentence,"Although small , they are all "" fully functioning "" and very well - they are in the lowest level of special care ( and they will probably be in there for another two to four weeks ) until both they can feed properly and maintain their weights ."

original sentence,Here 's the info for calling in -- thanks !
wrong word,for
mutation sentence,Here 's the info for your calling in -- thanks !

original sentence,"After talking with Professors Titman , Ronn , Brown and Jemison , I was sure that the School was the right place to get the education I was looking for ."
wrong word,After
mutation sentence,"After the talking with Professors Titman , Ronn , Brown and Jemison , I was sure that the School was the right place to get the education I was looking for ."

original sentence,"Furthermore , I would like to reiterate that RAC 's goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches ."
wrong word,to
mutation sentence,"Furthermore , I would like to reiterate that RAC 's goal , prior to the quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches ."

original sentence,"We had a pretty good idea when we signed the contract that ECS would not be able to complete that by the contract start date , so we negotiated a fall back plan under which ECS is obligated to "" assist [ Transwestern ] in developing a manual system to accomplish the same result and will hold harmless and keep [ Transwestern ] whole for all cost and expenses "" associated with the manual system ."
wrong word,in
mutation sentence,"We had a pretty good idea when we signed the contract that ECS would not be able to complete that by the contract start date , so we negotiated a fall back plan under which ECS is obligated to "" assist [ Transwestern ] in the developing a manual system to accomplish the same result and will hold harmless and keep [ Transwestern ] whole for all cost and expenses "" associated with the manual system ."

original sentence,"My concern with adding the language below is , could it be argued that not everyone knew the rate would or could apply at any point , since we just stated Topack and Needles and if they knew they might have bid a different rate ??"
wrong word,with
mutation sentence,"My concern with your adding the language below is , could it be argued that not everyone knew the rate would or could apply at any point , since we just stated Topack and Needles and if they knew they might have bid a different rate ??"
mutation sentence,"My concern with further adding the language below is , could it be argued that not everyone knew the rate would or could apply at any point , since we just stated Topack and Needles and if they knew they might have bid a different rate ??"

original sentence,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of how not to handle this situation .
wrong word,of
mutation sentence,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of just how not to handle this situation .
mutation sentence,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of exactly how not to handle this situation .
mutation sentence,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of the how not to handle this situation .
mutation sentence,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of how not to handle in this situation .
mutation sentence,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of how not to handle with this situation .

original sentence,"Also , please let me know , by email , the names and contact information of other managers within Enron who might benefit from having someone with my qualifications in their group ."
wrong word,from
mutation sentence,"Also , please let me know , by email , the names and contact information of other managers within Enron who might benefit from your having someone with my qualifications in their group ."
mutation sentence,"Also , please let me know , by email , the names and contact information of other managers within Enron who might benefit from the having someone with my qualifications in their group ."

original sentence,After a conversation with Ryan Seleznov I herewith like disclose in writing my intentions in respect to Dealbench .
wrong word,in
mutation sentence,After a conversation with Ryan Seleznov I herewith like disclose in plain writing my intentions in respect to Dealbench .
mutation sentence,After a conversation with Ryan Seleznov I herewith like disclose in my writing my intentions in respect to Dealbench .
mutation sentence,After a conversation with Ryan Seleznov I herewith like disclose in further writing my intentions in respect to Dealbench .

original sentence,"I know we talked about these issues earlier , but Tiger 's lawyers want to get everything agreed in writing now so final docs can be issued for signing , even if we are the one's issuing the gtee and l/c ."
wrong word,in
mutation sentence,"I know we talked about these issues earlier , but Tiger 's lawyers want to get it everything agreed in writing now so final docs can be issued for signing , even if we are the one's issuing the gtee and l/c ."
mutation sentence,"I know we talked about these issues earlier , but Tiger 's lawyers want to get everything agreed on in writing now so final docs can be issued for signing , even if we are the one's issuing the gtee and l/c ."
mutation sentence,"I know we talked about these issues earlier , but Tiger 's lawyers want to get everything agreed upon in writing now so final docs can be issued for signing , even if we are the one's issuing the gtee and l/c ."

original sentence,Let us know your thoughts on this document and if you are comfortable with our using this until such time as the hybrid form is launched .
wrong word,with
mutation sentence,Let us know your thoughts on this document and if you are comfortable with all our using this until such time as the hybrid form is launched .
mutation sentence,Let us know your thoughts on this document and if you are comfortable with the our using this until such time as the hybrid form is launched .

original sentence,"As far as the EEI goes , the only remaining issue that I 'm aware of ( aside from finalizing the LOC ) is whether we 've finished coordinating the Attachment containing the list of prior transactions ."
wrong word,from
mutation sentence,"As far as the EEI goes , the only remaining issue that I 'm aware of ( aside from my finalizing the LOC ) is whether we 've finished coordinating the Attachment containing the list of prior transactions ."
mutation sentence,"As far as the EEI goes , the only remaining issue that I 'm aware of ( aside from the finalizing the LOC ) is whether we 've finished coordinating the Attachment containing the list of prior transactions ."

original sentence,"If I can get a few minutes with Mark H. today , I 'm going to propose that I speak to Stan Klimberg about getting this signed before Thursday 's meeting with LIPA ."
wrong word,about
mutation sentence,"If I can get a few minutes with Mark H. today , I 'm going to propose that I speak to Stan Klimberg about his getting this signed before Thursday 's meeting with LIPA ."

original sentence,"Now feel yourself returning to where you sit ... move your hands and feet a little , stretch them ."
wrong word,to
mutation sentence,"Now feel yourself returning to exactly where you sit ... move your hands and feet a little , stretch them ."
mutation sentence,"Now feel yourself returning to where yesterday you sit ... move your hands and feet a little , stretch them ."
mutation sentence,"Now feel yourself returning to where you should sit ... move your hands and feet a little , stretch them ."
mutation sentence,"Now feel yourself returning to where you will sit ... move your hands and feet a little , stretch them ."
mutation sentence,"Now feel yourself returning to where you can sit ... move your hands and feet a little , stretch them ."
mutation sentence,"Now feel yourself returning to where you would sit ... move your hands and feet a little , stretch them ."

original sentence,"From what we hear from the news media , one could easily conclude that all Christians are opposed to gay marriage ."
wrong word,From
mutation sentence,"From the what we hear from the news media , one could easily conclude that all Christians are opposed to gay marriage ."

original sentence,Last year an organization named the North Carolina Religious Coalition for Marriage Equality was formed to get out the message that at least some people of faith are not opposed to extending the rights and responsibilities of civil marriage to same - gender couples .
wrong word,to
mutation sentence,Last year an organization named the North Carolina Religious Coalition for Marriage Equality was formed to get out the message that at least some people of faith are not opposed to further extending the rights and responsibilities of civil marriage to same - gender couples .

original sentence,"The Alaskan tundra , for instance , has switched from being a net sink of carbon dioxide -- absorbing and storing more carbon from the atmosphere than it releases -- to "" being a net source of CO2 ( releasing more carbon than is stored ) because warmer winters have allowed dead plant matter previously stored in the soil to decompose and release CO2 . """
wrong word,than
mutation sentence,"The Alaskan tundra , for instance , has switched from being a net sink of carbon dioxide -- absorbing and storing more carbon from the atmosphere than that it releases -- to "" being a net source of CO2 ( releasing more carbon than is stored ) because warmer winters have allowed dead plant matter previously stored in the soil to decompose and release CO2 . """

original sentence,"<< He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
wrong word,for
mutation sentence,"<< < He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could however do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during all the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day though , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day however , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day either , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day too , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day himself , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day there , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day , for Governor Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day , for Murillo had took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day , for Murillo now took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day , for Murillo took his every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ."
mutation sentence,"<< He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ) ."
mutation sentence,"<< He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness ] ."

original sentence,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."
wrong word,about
mutation sentence,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about the how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."
mutation sentence,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about exactly how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."

original sentence,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .
wrong word,of
mutation sentence,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of So Let it Be .

original sentence,"In the Beatles ' song "" Get Back "" they advise black Joe to "" get back to where you once belonged "" , as if England was not a place for black people ."
wrong word,to
mutation sentence,"In the Beatles ' song "" Get Back "" they advise black Joe to "" get back to where all you once belonged "" , as if England was not a place for black people ."
mutation sentence,"In the Beatles ' song "" Get Back "" they advise black Joe to "" get back to where ever you once belonged "" , as if England was not a place for black people ."

original sentence,""" More concerning , "" continued the MILNET brief , "" is the priority placed on expanding and modernizing its Navy ."
wrong word,on
mutation sentence,""" More concerning , "" continued the MILNET brief , "" is the priority placed on further expanding and modernizing its Navy ."

original sentence,53 - Number of days after taking office that Bush reneged on his campaign promise to regulate carbon dioxide emissions from power plants .
wrong word,after
mutation sentence,53 - Number of days after his taking office that Bush reneged on his campaign promise to regulate carbon dioxide emissions from power plants .

original sentence,2 - Number of Nations that George Bush has attacked and taken over since coming into office .
wrong word,since
mutation sentence,2 - Number of Nations that George Bush has attacked and taken over since his coming into office .

original sentence,"my name is Josalyn Leainne Creek and i 'm 19 years old and i graduated from high in May adn of this year and i love animals and i 'm great at working and i had drama in my last job which was mcallister 's deli and i ', a mormon and i hvae changed to be a better person that pwople are wanting to hirier and i 'm willing to work whenever you need me but i go to church on every sunday and i have a doctor 's appointment this thursday at 2;30 and i hope you h=guys hirier me because i work very hard and i do nt care about how much you guys pay and i 've been looking for a job ever since i have graduated and i hate drama"
wrong word,at
mutation sentence,"my name is Josalyn Leainne Creek and i 'm 19 years old and i graduated from high in May adn of this year and i love animals and i 'm great at hard working and i had drama in my last job which was mcallister 's deli and i ', a mormon and i hvae changed to be a better person that pwople are wanting to hirier and i 'm willing to work whenever you need me but i go to church on every sunday and i have a doctor 's appointment this thursday at 2;30 and i hope you h=guys hirier me because i work very hard and i do nt care about how much you guys pay and i 've been looking for a job ever since i have graduated and i hate drama"
mutation sentence,"my name is Josalyn Leainne Creek and i 'm 19 years old and i graduated from high in May adn of this year and i love animals and i 'm great at the working and i had drama in my last job which was mcallister 's deli and i ', a mormon and i hvae changed to be a better person that pwople are wanting to hirier and i 'm willing to work whenever you need me but i go to church on every sunday and i have a doctor 's appointment this thursday at 2;30 and i hope you h=guys hirier me because i work very hard and i do nt care about how much you guys pay and i 've been looking for a job ever since i have graduated and i hate drama"
wrong word,about
mutation sentence,"my name is Josalyn Leainne Creek and i 'm 19 years old and i graduated from high in May adn of this year and i love animals and i 'm great at working and i had drama in my last job which was mcallister 's deli and i ', a mormon and i hvae changed to be a better person that pwople are wanting to hirier and i 'm willing to work whenever you need me but i go to church on every sunday and i have a doctor 's appointment this thursday at 2;30 and i hope you h=guys hirier me because i work very hard and i do nt care about exactly how much you guys pay and i 've been looking for a job ever since i have graduated and i hate drama"
mutation sentence,"my name is Josalyn Leainne Creek and i 'm 19 years old and i graduated from high in May adn of this year and i love animals and i 'm great at working and i had drama in my last job which was mcallister 's deli and i ', a mormon and i hvae changed to be a better person that pwople are wanting to hirier and i 'm willing to work whenever you need me but i go to church on every sunday and i have a doctor 's appointment this thursday at 2;30 and i hope you h=guys hirier me because i work very hard and i do nt care about even how much you guys pay and i 've been looking for a job ever since i have graduated and i hate drama"

original sentence,"I love how it really depends on how good a horse your horse really is , not how talented he is ."
wrong word,on
mutation sentence,"I love how it really depends on only how good a horse your horse really is , not how talented he is ."
mutation sentence,"I love how it really depends on exactly how good a horse your horse really is , not how talented he is ."

original sentence,I am aware of the maintenance involved in keeping a tank this size .
wrong word,in
mutation sentence,I am aware of the maintenance involved in the keeping a tank this size .

original sentence,I do n't know about the playstation situation but I do know that Microsoft has said they do n't see the Xbox 360 as being even halfway through its lifetime .
wrong word,as
mutation sentence,I do n't know about the playstation situation but I do know that Microsoft has said they do n't see the Xbox 360 as a being even halfway through its lifetime .

original sentence,"Than the troops being issued the weapon were told it was self - cleaning , which it was n't ."
wrong word,Than
mutation sentence,"Than when the troops being issued the weapon were told it was self - cleaning , which it was n't ."
mutation sentence,"Than that the troops being issued the weapon were told it was self - cleaning , which it was n't ."

original sentence,However the CBD is closed of to the public as a lot of it is still rubble and stuff and has n't been cleared away yet .
wrong word,as
mutation sentence,However the CBD is closed of to the public as quite a lot of it is still rubble and stuff and has n't been cleared away yet .
mutation sentence,However the CBD is closed of to the public as such a lot of it is still rubble and stuff and has n't been cleared away yet .
mutation sentence,However the CBD is closed of to the public as almost a lot of it is still rubble and stuff and has n't been cleared away yet .
mutation sentence,However the CBD is closed of to the public as a whole lot of it is still rubble and stuff and has n't been cleared away yet .
mutation sentence,However the CBD is closed of to the public as a lot of it here is still rubble and stuff and has n't been cleared away yet .
mutation sentence,However the CBD is closed of to the public as a lot of it now is still rubble and stuff and has n't been cleared away yet .
mutation sentence,However the CBD is closed of to the public as a lot of it is the still rubble and stuff and has n't been cleared away yet .

original sentence,Most of the time one is more interested in breeding than the other .
wrong word,in
mutation sentence,Most of the time one is more interested solely in breeding than the other .
mutation sentence,Most of the time one is more interested just in breeding than the other .
mutation sentence,Most of the time one is more interested entirely in breeding than the other .
mutation sentence,Most of the time one is more interested primarily in breeding than the other .
mutation sentence,Most of the time one is more interested mainly in breeding than the other .
mutation sentence,Most of the time one is more interested simply in breeding than the other .

original sentence,"I need one horse transported to shows throughout the 2012 show season , and the location is about 3 hours away from where I live ."
wrong word,from
mutation sentence,"I need one horse transported to shows throughout the 2012 show season , and the location is about 3 hours away from the where I live ."
mutation sentence,"I need one horse transported to shows throughout the 2012 show season , and the location is about 3 hours away from near where I live ."
mutation sentence,"I need one horse transported to shows throughout the 2012 show season , and the location is about 3 hours away from where that I live ."

original sentence,"Even though you may not want to use them , it will give you some idea of what it might cost and what is fair ."
wrong word,of
mutation sentence,"Even though you may not want to use them , it will give you some idea of what it might be cost and what is fair ."

original sentence,Like you can pick the destinations ?
wrong word,Like
mutation sentence,Like so you can pick the destinations ?
mutation sentence,Like when you can pick the destinations ?
mutation sentence,Like if you can pick the destinations ?

original sentence,Being an American guarantees you no favours when it come to going to Canada .
wrong word,to
mutation sentence,Being an American guarantees you no favours when it come to your going to Canada .
mutation sentence,Being an American guarantees you no favours when it come to my going to Canada .

original sentence,"You will not be able to seek work or take a job , in Canada , with out having to show your Immigration VISA and Canadian Social Insurance Number card to any potential employer ."
wrong word,with
mutation sentence,"You will not be able to seek work or take a job , in Canada , even with out having to show your Immigration VISA and Canadian Social Insurance Number card to any potential employer ."
mutation sentence,"You will not be able to seek work or take a job , in Canada , along with out having to show your Immigration VISA and Canadian Social Insurance Number card to any potential employer ."
mutation sentence,"You will not be able to seek work or take a job , in Canada , together with out having to show your Immigration VISA and Canadian Social Insurance Number card to any potential employer ."
mutation sentence,"You will not be able to seek work or take a job , in Canada , except with out having to show your Immigration VISA and Canadian Social Insurance Number card to any potential employer ."

original sentence,"She is crate trained , potty trained , and can sit , lay down , stay , come , fetch , and will even stay in a down position while I throw a treat across the floor or even right next to her paw , and she wo nt get it until I give her the command ."
wrong word,until
mutation sentence,"She is crate trained , potty trained , and can sit , lay down , stay , come , fetch , and will even stay in a down position while I throw a treat across the floor or even right next to her paw , and she wo nt get it until when I give her the command ."
mutation sentence,"She is crate trained , potty trained , and can sit , lay down , stay , come , fetch , and will even stay in a down position while I throw a treat across the floor or even right next to her paw , and she wo nt get it until the I give her the command ."

original sentence,She tosses me around like it s nothing !
wrong word,like
mutation sentence,She tosses me around like that it s nothing !
mutation sentence,She tosses me around like if it s nothing !
mutation sentence,She tosses me around like maybe it s nothing !

original sentence,"the next day i let her out of the bedroom so they could check each other out , and the kitten hissed twice within the first 20 minutes of meeting each other and now she no longer hisses and they have been playing ( chasing each other up and down the hall , rolling around on the ground and pawing at each other ) ."
wrong word,of
mutation sentence,"the next day i let her out of the bedroom so they could check each other out , and the kitten hissed twice within the first 20 minutes of meeting with each other and now she no longer hisses and they have been playing ( chasing each other up and down the hall , rolling around on the ground and pawing at each other ) ."

original sentence,"And it should be on 10 - 12 hours , just like the sun would be up for 10 - 12 hours in his natural environment ."
wrong word,like
mutation sentence,"And it should be on 10 - 12 hours , just like when the sun would be up for 10 - 12 hours in his natural environment ."

original sentence,"Not surprisingly , most of the yearly festivals occur during these times so as to take advantage of the crowds and the more favourable weather ."
wrong word,as
mutation sentence,"Not surprisingly , most of the yearly festivals occur during these times so as to best take advantage of the crowds and the more favourable weather ."

original sentence,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of how Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down ."
wrong word,of
mutation sentence,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of just how Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down ."
