all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as occasionally they incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as often they incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as suddenly they incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as eventually they incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they temporarily incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they slowly incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they nearly incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they sometimes incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they physically incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they gradually incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they occasionally incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they completely incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they briefly incapacitated me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated even me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated only me ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me completely ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me more ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me physically ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me temporarily ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me further ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me emotionally ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me mentally ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me myself ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me slowly ."
mutation sentence,"I 'd suffered less than Pag in the way of overt violence ; my seizures tended to keep the other kids at a distance , scared them even as they incapacitated me severely ."

original sentence,"Ever since the industrial revolution brought a massive influx of workforce , Łódź had been a city almost equally divided between four cultures - Polish , Jewish , German and Russian ."
wrong word,Łódź 13
mutation sentence,"Ever since the industrial revolution brought a massive influx of workforce , so Łódź had been a city almost equally divided between four cultures - Polish , Jewish , German and Russian ."

original sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
wrong word,Łódź 22
mutation sentence,"Łódź even today may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź proper today may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today still may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today also may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today certainly may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today probably may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today perhaps may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may well not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may still not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may perhaps not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may also not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may probably not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may possibly not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may certainly not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may sometimes not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may simply not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may therefore not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not always have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not still have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not quite have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not yet have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not even have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not fully have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not necessarily have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not really have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not exactly have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not entirely have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the same glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the urban glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the original glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the usual glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the fashionable glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the typical glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the classic glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the full glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the sheer glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the traditional glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and urban glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and modern glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and fashionable glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and lavish glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and sophisticated glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and youthful glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glossy glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glittering glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and gothic glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its former heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its historical heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its artistic heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its historic heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its golden heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its industrial heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its previous heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its earlier heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its imperial heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday however ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday either ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday today ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; today however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; still however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; perhaps however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; now however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however today , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however now , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however overall , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however historically , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however nowadays , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however perhaps , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , today there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , still there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , nevertheless there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , perhaps there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , certainly there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , nonetheless there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , now there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , nowadays there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , sometimes there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there still is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there certainly is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is still a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a very certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a still certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a remarkable certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a great certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain historical charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain architectural charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain historic charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain urban charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain artistic charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain cultural charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain special charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain aesthetic charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain visual charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."
mutation sentence,"Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain romantic charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions ."



"pos from 特指名词 to 副词
"
original sentence,Numbered streets run East / West with Main Street and the Arkansas River as the dividing line .
wrong word,West 6
mutation sentence,Numbered residential streets run East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered main streets run East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered commercial streets run East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered local streets run East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered parallel streets run East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered municipal streets run East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered streets run roughly East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered streets run generally East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered streets run approximately East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered streets run East / West with Main Street and the Arkansas River as nearly the dividing line .
mutation sentence,Numbered streets run East / West with Main Street and the Arkansas River as roughly the dividing line .
wrong word,East 4
mutation sentence,Numbered streets run roughly East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered streets run generally East / West with Main Street and the Arkansas River as the dividing line .
mutation sentence,Numbered streets run approximately East / West with Main Street and the Arkansas River as the dividing line .



"pos from 特指名词 to 助词
"


"pos from 特指名词 to 并列连词
"


"pos from 特指名词 to 定冠
"
original sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions : The Case of Let Alone "" ."
wrong word,The 36
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in Review ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions : The Case of Let Alone "" ."
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions II : The Case of Let Alone "" ."
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions IV : The Case of Let Alone "" ."
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions 2 : The Case of Let Alone "" ."
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions III : The Case of Let Alone "" ."
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions 1 : The Case of Let Alone "" ."
mutation sentence,"One of Fillmore 's most widely noticed works of the time ( with Paul Kay and Cathy O'Connor ) appeared in ' Language ' in 1988 as "" Regularity and Idiomaticity in Grammatical Constructions : The First Case of Let Alone "" ."

original sentence,"Other notable film roles include The Lookout ( 2007 ) , A Single Man ( 2009 ) , Cemetery Junction ( 2010 ) , Stoker ( 2013 ) , Belle ( 2013 ) , The Imitation Game ( 2014 ) and Self/less ( 2015 ) ."
wrong word,A 12
mutation sentence,"Other notable film roles include The Lookout ( 2007 ) , Just A Single Man ( 2009 ) , Cemetery Junction ( 2010 ) , Stoker ( 2013 ) , Belle ( 2013 ) , The Imitation Game ( 2014 ) and Self/less ( 2015 ) ."
mutation sentence,"Other notable film roles include The Lookout ( 2007 ) , Almost A Single Man ( 2009 ) , Cemetery Junction ( 2010 ) , Stoker ( 2013 ) , Belle ( 2013 ) , The Imitation Game ( 2014 ) and Self/less ( 2015 ) ."
mutation sentence,"Other notable film roles include The Lookout ( 2007 ) , A Single Man Standing ( 2009 ) , Cemetery Junction ( 2010 ) , Stoker ( 2013 ) , Belle ( 2013 ) , The Imitation Game ( 2014 ) and Self/less ( 2015 ) ."

original sentence,"To this period belong "" Ōtsugomori "" ( "" On the Last Day of the Year "" ) , "" Nigorie "" ( "" Troubled Waters "" ) , "" Wakare-Michi "" ( "" Separate Ways "" ) , "" Jūsan'ya "" ( "" The Thirteenth Night "" ) and "" Takekurabe "" ( "" Child 's Play "" ) ."
wrong word,The 45
mutation sentence,"To this period belong "" Ōtsugomori "" ( "" On the Last Day of the Year "" ) , "" Nigorie "" ( "" Troubled Waters "" ) , "" Wakare-Michi "" ( "" Separate Ways "" ) , "" Jūsan'ya "" ( [UNK] "" The Thirteenth Night "" ) and "" Takekurabe "" ( "" Child 's Play "" ) ."



"pos from 特指名词 to 感叹
"


"pos from 特指名词 to 名词
"


"pos from 特指名词 to 数字
"
original sentence,"He currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
wrong word,One 6
mutation sentence,"He now currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
mutation sentence,"He currently stars regularly in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
mutation sentence,"He currently stars weekly in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
mutation sentence,"He currently stars briefly in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
mutation sentence,"He currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as young Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
mutation sentence,"He currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as eccentric Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."



"pos from 特指名词 to 功能
"


"pos from 特指名词 to 代词
"


"pos from 特指名词 to 特指名词
"


"pos from 特指名词 to 标点
"


"pos from 特指名词 to 从句连词
"


"pos from 特指名词 to 符号
"


"pos from 特指名词 to 动词
"
original sentence,"Transmedia systems , like that exemplified by Game of Thrones , are becoming increasingly prevalent ( e.g. , Star Wars , Harry Potter , The Walking Dead , the Marvel Cinematic Universe , etc ) ;"
wrong word,Walking 26
mutation sentence,"Transmedia systems , like that exemplified by Game of Thrones , are becoming increasingly prevalent ( e.g. , Star Wars , Harry Potter , The Still Walking Dead , the Marvel Cinematic Universe , etc ) ;"

original sentence,"In 2017 , Goode portrayed Antony Armstrong-Jones , 1st Earl of Snowdon in the Netflix biographical drama series The Crown , for which he received a Primetime Emmy Award nomination for Outstanding Guest Star in a Drama Series . [ 2 ]"
wrong word,Outstanding 32
mutation sentence,"In 2017 , Goode portrayed Antony Armstrong-Jones , 1st Earl of Snowdon in the Netflix biographical drama series The Crown , for which he received a Primetime Emmy Award nomination for Outstanding Continuing Guest Star in a Drama Series . [ 2 ]"

original sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , also known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."
wrong word,Sanctified 19
mutation sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , also known as Abba Theodorus and Theodore the All Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."



"pos from 特指名词 to 其他
"
original sentence,"We translated "" phrase-bounded enjambment "" from "" encabalgamiento sirremático "" ."
wrong word,sirremático 10
mutation sentence,"We translated "" total phrase-bounded enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" literally from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" el encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" de encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" que encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" con encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" o encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" un encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" en encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" le encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded enjambment "" from "" su encabalgamiento sirremático "" ."

