all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" mi chisaya mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" ta chisaya mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" ma chisaya mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" ni chisaya mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" chisaya de mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" chisaya ya mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" chisaya la mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" chisaya sa mama "" or "" mother of all grains . "" [ 1 ]"
mutation sentence,"The Incas treated the crop as sacred and referred to quinoa as "" chisaya mama "" or "" mother of all grains alive . "" [ 1 ]"



"pos from 数字 to 形容
"


"pos from 数字 to 介词
"


"pos from 数字 to 副词
"


"pos from 数字 to 助词
"


"pos from 数字 to 并列连词
"


"pos from 数字 to 定冠
"


"pos from 数字 to 感叹
"


"pos from 数字 to 名词
"
original sentence,A three–day conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
wrong word,three–day 2
mutation sentence,A three–day international conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day memorial conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day special conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day scientific conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]

original sentence,"Remember that there is a nine-hour difference between Sochi and New York , and a 12-hour difference between Sochi and the US West Coast ."
wrong word,nine-hour 6
mutation sentence,"Remember that there is about a nine-hour difference between Sochi and New York , and a 12-hour difference between Sochi and the US West Coast ."
wrong word,12-hour 16
mutation sentence,"Remember that there is about a nine-hour difference between Sochi and New York , and a 12-hour difference between Sochi and the US West Coast ."

original sentence,South Korea had recently started to broadcast propaganda from loudspeakers after an 11-year lull .
wrong word,11-year 13
mutation sentence,South Korea had recently started to broadcast propaganda from loudspeakers after an 11-year political lull .
mutation sentence,South Korea had recently started to broadcast propaganda from loudspeakers after an 11-year military lull .
mutation sentence,South Korea had recently started to broadcast propaganda from loudspeakers after an 11-year diplomatic lull .

original sentence,"If you do n't finish the task in the allotted time , then you move on to the next one ."
wrong word,one 20
mutation sentence,"If you do n't finish the task in about the allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in exactly the allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in approximately the allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the minimum allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the total allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the first allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the specified allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the maximum allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the time allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the currently allotted time , then you move on to the next one ."
mutation sentence,"If you do n't finish the task in the next allotted time , then you move on to the next one ."



"pos from 数字 to 数字
"


"pos from 数字 to 功能
"


"pos from 数字 to 代词
"


"pos from 数字 to 特指名词
"
original sentence,It ’s Jenna McMasters in 5C .
wrong word,5C 6
mutation sentence,It ’s really Jenna McMasters in 5C .



"pos from 数字 to 标点
"


"pos from 数字 to 从句连词
"


"pos from 数字 to 符号
"


"pos from 数字 to 动词
"


"pos from 数字 to 其他
"


"pos from 功能 to 形容
"


"pos from 功能 to 介词
"
original sentence,Olive oil to taste ( Optional )
wrong word,to 3
mutation sentence,Olive oil to bitter taste ( Optional )



"pos from 功能 to 副词
"


"pos from 功能 to 助词
"


"pos from 功能 to 并列连词
"


"pos from 功能 to 定冠
"


"pos from 功能 to 感叹
"


"pos from 功能 to 名词
"


"pos from 功能 to 数字
"


"pos from 功能 to 功能
"


"pos from 功能 to 代词
"


"pos from 功能 to 特指名词
"


"pos from 功能 to 标点
"


"pos from 功能 to 从句连词
"


"pos from 功能 to 符号
"


"pos from 功能 to 动词
"


"pos from 功能 to 其他
"


"pos from 代词 to 形容
"
original sentence,Use a funnel to make everything safe and easy .
wrong word,everything 6
mutation sentence,Use a funnel to make almost everything safe and easy .
mutation sentence,Use a funnel to make nearly everything safe and easy .



"pos from 代词 to 介词
"


"pos from 代词 to 副词
"


"pos from 代词 to 助词
"


"pos from 代词 to 并列连词
"


"pos from 代词 to 定冠
"


"pos from 代词 to 感叹
"


"pos from 代词 to 名词
"


"pos from 代词 to 数字
"


"pos from 代词 to 功能
"


"pos from 代词 to 代词
"


"pos from 代词 to 特指名词
"


"pos from 代词 to 标点
"


"pos from 代词 to 从句连词
"


"pos from 代词 to 符号
"


"pos from 代词 to 动词
"


"pos from 代词 to 其他
"


"pos from 特指名词 to 形容
"
original sentence,"In his My Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."
wrong word,Linguistic 4
mutation sentence,"In his My Complete Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."
mutation sentence,"In his My First Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."
mutation sentence,"In his My Own Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."
mutation sentence,"In his My Great Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."
mutation sentence,"In his My Short Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."
mutation sentence,"In his My Early Linguistic Autobiography , he wrote of his ability to pick up a Chinese dialect quickly , without much effort ."

original sentence,His first role was a minor role in the 1999 film A Little Inside .
wrong word,Little 13
mutation sentence,His first role was a minor role in the 1999 film A Very Little Inside .

original sentence,Rick Santorum himself has acknowledged and discussed the existence and prevalence of the santorum neologism phenomenon ; he was quoted by The Canadian Press on his assessment of Google 's response ;
wrong word,Canadian 23
mutation sentence,Rick Santorum himself has acknowledged and discussed the existence and prevalence of the santorum neologism phenomenon ; he was quoted by The French Canadian Press on his assessment of Google 's response ;

original sentence,Memon also said she believed the social movement in reaction to Mohamed helped improve Muslim / non-Muslim .
wrong word,non-Muslim 17
mutation sentence,Memon also said she believed the social movement in reaction to Mohamed helped improve Muslim women / non-Muslim .
mutation sentence,Memon also said she believed the social movement in reaction to Mohamed helped improve Muslim / even non-Muslim .



"pos from 特指名词 to 介词
"


"pos from 特指名词 to 副词
"


"pos from 特指名词 to 助词
"


"pos from 特指名词 to 并列连词
"


"pos from 特指名词 to 定冠
"


"pos from 特指名词 to 感叹
"


"pos from 特指名词 to 名词
"


"pos from 特指名词 to 数字
"
original sentence,"He currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Man ."
wrong word,One 6
mutation sentence,"He currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Own Man ."
mutation sentence,"He currently stars in Sky One 's fantasy-romance series , A Discovery of Witches , as Professor Matthew Clairmont and is filming Matthew Vaughn 's Kingsman prequel , The King 's Second Man ."



"pos from 特指名词 to 功能
"


"pos from 特指名词 to 代词
"


"pos from 特指名词 to 特指名词
"


"pos from 特指名词 to 标点
"


"pos from 特指名词 to 从句连词
"


"pos from 特指名词 to 符号
"


"pos from 特指名词 to 动词
"


"pos from 特指名词 to 其他
"
original sentence,"We translated "" phrase-bounded enjambment "" from "" encabalgamiento sirremático "" ."
wrong word,sirremático 10
mutation sentence,"We translated "" linguistic phrase-bounded enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" universal phrase-bounded enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" verbal phrase-bounded enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded linguistic enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded structural enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded universal enjambment "" from "" encabalgamiento sirremático "" ."
mutation sentence,"We translated "" phrase-bounded spatial enjambment "" from "" encabalgamiento sirremático "" ."

original sentence,The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage 's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality ;
wrong word,santorum 7
mutation sentence,The beverage was inspired by the ad santorum neologism coined in advice columnist Dan Savage 's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality ;



"pos from 标点 to 形容
"


"pos from 标点 to 介词
"


"pos from 标点 to 副词
"


"pos from 标点 to 助词
"


"pos from 标点 to 并列连词
"


"pos from 标点 to 定冠
"


"pos from 标点 to 感叹
"


"pos from 标点 to 名词
"


"pos from 标点 to 数字
"


"pos from 标点 to 功能
"


"pos from 标点 to 代词
"


"pos from 标点 to 特指名词
"


"pos from 标点 to 标点
"


"pos from 标点 to 从句连词
"


"pos from 标点 to 符号
"


"pos from 标点 to 动词
"


"pos from 标点 to 其他
"


"pos from 从句连词 to 形容
"


"pos from 从句连词 to 介词
"


"pos from 从句连词 to 副词
"
original sentence,"Moments later , his craft was taxied to the catapult and before long he 'd found himself out in space and into the thick of battle ."
wrong word,out 18
mutation sentence,"Moments later , his craft was taxied to the catapult and before too long he 'd found himself out in space and into the thick of battle ."

original sentence,"For the last year SNY has broadcast footage of me with my poems , so quite a few fans known about the "" Mets Poet ' ."
wrong word,so 15
mutation sentence,"For the last year SNY has broadcast footage of me with my poems , so already quite a few fans known about the "" Mets Poet ' ."

original sentence,"The US State Department said John Kerry , the Secretary of State , contacted Thailand 's foreign minister over temporary housing for the Rohingya out at sea ."
wrong word,out 25
mutation sentence,"The US State Department said John Kerry , the Secretary of State , contacted Thailand 's foreign minister over temporary housing for the Rohingya out at open sea ."

original sentence,"If you ca n't buy ballet shoes , that it is okay ."
wrong word,that 9
mutation sentence,"If you ca n't buy ballet shoes , that is it is okay ."



"pos from 从句连词 to 助词
"


"pos from 从句连词 to 并列连词
"
original sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being nothing but a flat , arid dust bowl ."
wrong word,but 13
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being essentially nothing but a flat , arid dust bowl ."
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being basically nothing but a flat , arid dust bowl ."
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being virtually nothing but a flat , arid dust bowl ."
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being largely nothing but a flat , arid dust bowl ."
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being mostly nothing but a flat , arid dust bowl ."
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being almost nothing but a flat , arid dust bowl ."
mutation sentence,"As a result , Tulsa breaks the Oklahoma stereotype of being literally nothing but a flat , arid dust bowl ."



"pos from 从句连词 to 定冠
"


"pos from 从句连词 to 感叹
"


"pos from 从句连词 to 名词
"


"pos from 从句连词 to 数字
"


"pos from 从句连词 to 功能
"


"pos from 从句连词 to 代词
"


"pos from 从句连词 to 特指名词
"


"pos from 从句连词 to 标点
"


"pos from 从句连词 to 从句连词
"


"pos from 从句连词 to 符号
"


"pos from 从句连词 to 动词
"


"pos from 从句连词 to 其他
"


"pos from 符号 to 形容
"


"pos from 符号 to 介词
"


"pos from 符号 to 副词
"


"pos from 符号 to 助词
"


"pos from 符号 to 并列连词
"


"pos from 符号 to 定冠
"


"pos from 符号 to 感叹
"


"pos from 符号 to 名词
"


"pos from 符号 to 数字
"


"pos from 符号 to 功能
"


"pos from 符号 to 代词
"


"pos from 符号 to 特指名词
"


"pos from 符号 to 标点
"


"pos from 符号 to 从句连词
"


"pos from 符号 to 符号
"


"pos from 符号 to 动词
"


"pos from 符号 to 其他
"


"pos from 动词 to 形容
"
original sentence,He is best known for playing the role of Sam Winchester in the TV series Supernatural .
wrong word,known 4
mutation sentence,He is best known today for playing the role of Sam Winchester in the TV series Supernatural .
mutation sentence,He is best known now for playing the role of Sam Winchester in the TV series Supernatural .
mutation sentence,He is best known nationally for playing the role of Sam Winchester in the TV series Supernatural .

original sentence,"Spiritually and culturally important to Moriori , it holds the last known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
wrong word,known 12
mutation sentence,"Spiritually and culturally important to Moriori , it also holds the last known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds also the last known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds there the last known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the very last known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the single last known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last large known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last major known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last remaining known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last significant known concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known intact concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known major concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known remaining concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known permanent concentration of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known concentration here of momori-rakau , or tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known concentration of momori-rakau , or sacred tree carvings done by the ancestors of today 's Moriori ."
mutation sentence,"Spiritually and culturally important to Moriori , it holds the last known concentration of momori-rakau , or ceremonial tree carvings done by the ancestors of today 's Moriori ."



"pos from 动词 to 介词
"


"pos from 动词 to 副词
"


"pos from 动词 to 助词
"


"pos from 动词 to 并列连词
"


"pos from 动词 to 定冠
"


"pos from 动词 to 感叹
"


"pos from 动词 to 名词
"
original sentence,Part 2 of 2 : Flirting Don'ts
wrong word,Don'ts 7
mutation sentence,Part 2 of 2 : 2 Flirting Don'ts
mutation sentence,Part 2 of 2 : 1 Flirting Don'ts
mutation sentence,Part 2 of 2 : 3 Flirting Don'ts
mutation sentence,Part 2 of 2 : 4 Flirting Don'ts
mutation sentence,Part 2 of 2 : 10 Flirting Don'ts
mutation sentence,Part 2 of 2 : 0 Flirting Don'ts

original sentence,"Other methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
wrong word,snitch 14
mutation sentence,"Other modern methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other similar methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other common methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other traditional methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other current methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other such methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , today such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , even such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , now such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the current method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the new method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the modern method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the freestyle method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method officially adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method first adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method formally adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method widely adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method originally adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted nationwide in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted officially in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted only in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted worldwide in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted first in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted widely in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted internationally in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted back in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in late 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in 2005 today , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in 2005 nationwide , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a red sock , hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , possibly hanging out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging down out of the running shorts of the snitch runner ."
mutation sentence,"Other methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the former snitch runner ."

original sentence,Olive oil to taste ( Optional )
wrong word,taste 4
mutation sentence,Olive oil to bitter taste ( Optional )



"pos from 动词 to 数字
"


"pos from 动词 to 功能
"


"pos from 动词 to 代词
"


"pos from 动词 to 特指名词
"


"pos from 动词 to 标点
"


"pos from 动词 to 从句连词
"


"pos from 动词 to 符号
"


"pos from 动词 to 动词
"


"pos from 动词 to 其他
"


"pos from 其他 to 形容
"


"pos from 其他 to 介词
"


"pos from 其他 to 副词
"
original sentence,"Second , the stylistic effects that enjambment permits are also an object of current research ( Martínez Fernández , 2010 ) ."
wrong word,Second 1
mutation sentence,"Second , the stylistic effects that such enjambment permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that visual enjambment permits are also an object of current research ( Martínez Fernández , 2010 ) ."



"pos from 其他 to 助词
"


"pos from 其他 to 并列连词
"


"pos from 其他 to 定冠
"


"pos from 其他 to 感叹
"


"pos from 其他 to 名词
"


"pos from 其他 to 数字
"


"pos from 其他 to 功能
"


"pos from 其他 to 代词
"


"pos from 其他 to 特指名词
"
original sentence,"The intervention consisted in the use of the Escola do Cérebro , using tablets in the classroom , daily for a period of five weeks ."
wrong word,do 10
mutation sentence,"The intervention consisted in the use of the Portuguese Escola do Cérebro , using tablets in the classroom , daily for a period of five weeks ."
mutation sentence,"The intervention consisted in the use of the Brazilian Escola do Cérebro , using tablets in the classroom , daily for a period of five weeks ."
mutation sentence,"The intervention consisted in the use of the Escola Experimental do Cérebro , using tablets in the classroom , daily for a period of five weeks ."
mutation sentence,"The intervention consisted in the use of the Escola Municipal do Cérebro , using tablets in the classroom , daily for a period of five weeks ."

original sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video ."
wrong word,Gawker.com 22
mutation sentence,"Though only YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though official YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though officially YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though YouTube reportedly is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the international Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , various other sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other religious sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other similar sites such as Gawker.com have stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have since stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have publicly stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have already stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have officially stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have openly stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have repeatedly stated that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated publicly that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated however that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated explicitly that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated though that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated repeatedly that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated firmly that they will keep hosting the video ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video indefinitely ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video regardless ."
mutation sentence,"Though YouTube is complying with the Church of Scientology 's requests to take down the video , other sites such as Gawker.com have stated that they will keep hosting the video anyway ."



"pos from 其他 to 标点
"


"pos from 其他 to 从句连词
"


"pos from 其他 to 符号
"


"pos from 其他 to 动词
"


"pos from 其他 to 其他
"
