all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"Gordon was brought up and remained a lifelong Roman Catholic , at a time when the Church was being persecuted in Scotland , which had become very Calvinist ."

original sentence,"Moreau 's father was French ; her mother was English , a native of Oldham , Lancashire , England [ 3 ] and of part Irish descent . [ 2 ] [ 4 ] [ 5 ]"
wrong word,English
mutation sentence,"Moreau 's father was French ; her mother was partly English , a native of Oldham , Lancashire , England [ 3 ] and of part Irish descent . [ 2 ] [ 4 ] [ 5 ]"

original sentence,"The request of the municipalities results from the sentence of the Italian Supreme Court of Cassation on July 8 , recognising as legitimate the request of the Municipality of Livorno asking religious schools to pay property taxes ."
wrong word,Italian
mutation sentence,"The request of the municipalities results from the sentence of the Italian federal Supreme Court of Cassation on July 8 , recognising as legitimate the request of the Municipality of Livorno asking religious schools to pay property taxes ."
mutation sentence,"The request of the municipalities results from the sentence of the Italian national Supreme Court of Cassation on July 8 , recognising as legitimate the request of the Municipality of Livorno asking religious schools to pay property taxes ."

original sentence,"If you apply in person to the Cuban Consulate , you get the visa straight away ."
wrong word,Cuban
mutation sentence,"If you also apply in person to the Cuban Consulate , you get the visa straight away ."
mutation sentence,"If you first apply in person to the Cuban Consulate , you get the visa straight away ."
mutation sentence,"If you apply yourself in person to the Cuban Consulate , you get the visa straight away ."
mutation sentence,"If you apply there in person to the Cuban Consulate , you get the visa straight away ."
mutation sentence,"If you apply in person to the local Cuban Consulate , you get the visa straight away ."
mutation sentence,"If you apply in person to the nearby Cuban Consulate , you get the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Honorary Consulate , you get the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Vice Consulate , you get the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate here , you get the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate nearby , you get the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate , there you get the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate , you get on the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate , you get out the visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate , you get the valid visa straight away ."
mutation sentence,"If you apply in person to the Cuban Consulate , you get the visa straight away granted ."

original sentence,Phoenix is the capital of the state of Arizona as well as the most populous city in the American Southwest and sixth largest city in the United States .
wrong word,American
mutation sentence,Phoenix is the capital of the state of Arizona as well as the most populous city in the American Western Southwest and sixth largest city in the United States .
mutation sentence,Phoenix is the capital of the state of Arizona as well as the most populous city in the American Southwest and sixth largest city geographically in the United States .
mutation sentence,Phoenix is the capital of the state of Arizona as well as the most populous city in the American Southwest and sixth largest city entirely in the United States .
mutation sentence,Phoenix is the capital of the state of Arizona as well as the most populous city in the American Southwest and sixth largest city in all the United States .
mutation sentence,Phoenix is the capital of the state of Arizona as well as the most populous city in the American Southwest and sixth largest city in the United States combined .



"pos from 特指名词 to 介词
"


"pos from 特指名词 to 副词
"


"pos from 特指名词 to 助词
"


"pos from 特指名词 to 并列连词
"


"pos from 特指名词 to 定冠
"


"pos from 特指名词 to 感叹
"


"pos from 特指名词 to 名词
"


"pos from 特指名词 to 数字
"


"pos from 特指名词 to 功能
"


"pos from 特指名词 to 代词
"


"pos from 特指名词 to 特指名词
"


"pos from 特指名词 to 标点
"


"pos from 特指名词 to 从句连词
"


"pos from 特指名词 to 符号
"


"pos from 特指名词 to 动词
"


"pos from 特指名词 to 其他
"


"pos from 标点 to 形容
"


"pos from 标点 to 介词
"


"pos from 标点 to 副词
"


"pos from 标点 to 助词
"


"pos from 标点 to 并列连词
"


"pos from 标点 to 定冠
"


"pos from 标点 to 感叹
"


"pos from 标点 to 名词
"


"pos from 标点 to 数字
"


"pos from 标点 to 功能
"


"pos from 标点 to 代词
"


"pos from 标点 to 特指名词
"


"pos from 标点 to 标点
"


"pos from 标点 to 从句连词
"


"pos from 标点 to 符号
"


"pos from 标点 to 动词
"


"pos from 标点 to 其他
"


"pos from 从句连词 to 形容
"


"pos from 从句连词 to 介词
"
original sentence,Do museum labels have an impact on how people look at artworks ?
wrong word,on
mutation sentence,Do museum trade labels have an impact on how people look at artworks ?
mutation sentence,Do museum labels have an impact both on how people look at artworks ?
mutation sentence,Do museum labels have an impact on how people look closely at artworks ?
mutation sentence,Do museum labels have an impact on how people look directly at artworks ?
mutation sentence,Do museum labels have an impact on how people look visually at artworks ?
mutation sentence,Do museum labels have an impact on how people look critically at artworks ?
mutation sentence,Do museum labels have an impact on how people look online at artworks ?
mutation sentence,Do museum labels have an impact on how people look at their artworks ?
mutation sentence,Do museum labels have an impact on how people look at the artworks ?
mutation sentence,Do museum labels have an impact on how people look at museum artworks ?
mutation sentence,Do museum labels have an impact on how people look at these artworks ?
mutation sentence,Do museum labels have an impact on how people look at contemporary artworks ?
mutation sentence,Do museum labels have an impact on how people look at modern artworks ?
mutation sentence,Do museum labels have an impact on how people look at artworks online ?
mutation sentence,Do museum labels have an impact on how people look at artworks worldwide ?

original sentence,"This work aimed at developing a complete theory of grammar that would fully acknowledge the role of semantics right from the start , while simultaneously adopting constraint-based formalisms as popular in computer science and natural language processing ."
wrong word,at
mutation sentence,"This work aimed at the developing a complete theory of grammar that would fully acknowledge the role of semantics right from the start , while simultaneously adopting constraint-based formalisms as popular in computer science and natural language processing ."

original sentence,The girl who stood before the tall desk was red-headed .
wrong word,before
mutation sentence,The girl who stood before the tall desk there was red-headed .

original sentence,It 's not for us to take a stand on any political issues .
wrong word,for
mutation sentence,It 's not for us guys to take a stand on any political issues .
mutation sentence,It 's not for us all to take a stand on any political issues .
mutation sentence,It 's not for us here to take a stand on any political issues .
mutation sentence,It 's not for us people to take a stand on any political issues .
mutation sentence,It 's not for us women to take a stand on any political issues .
mutation sentence,It 's not for us now to take a stand on any political issues .
mutation sentence,It 's not for us boys to take a stand on any political issues .
mutation sentence,It 's not for us men to take a stand on any political issues .
mutation sentence,It 's not for us to ever take a stand on any political issues .
mutation sentence,It 's not for us to actually take a stand on any political issues .
mutation sentence,It 's not for us to really take a stand on any political issues .
mutation sentence,It 's not for us to even take a stand on any political issues .
mutation sentence,It 's not for us to directly take a stand on any political issues .
mutation sentence,It 's not for us to actively take a stand on any political issues .
mutation sentence,It 's not for us to just take a stand on any political issues .
mutation sentence,It 's not for us to not take a stand on any political issues .

original sentence,It was about two years from when Frank sent me specimens to when we got the paper out .
wrong word,from
mutation sentence,It was about two years from about when Frank sent me specimens to when we got the paper out .
mutation sentence,It was about two years from when my Frank sent me specimens to when we got the paper out .
mutation sentence,It was about two years from when the Frank sent me specimens to when we got the paper out .

original sentence,"We hire the opposite of what you 'd think we would hire , what the average person would think we would hire ."
wrong word,of
mutation sentence,"We hire the very opposite of what you 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what else you 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what you I 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what you we 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what you 'd think we all would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what you 'd think we both would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what you 'd think we people would hire , what the average person would think we would hire ."
mutation sentence,"We hire the opposite of what you 'd think we humans would hire , what the average person would think we would hire ."

original sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of what we spend ."
wrong word,of
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of just what we spend ."
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of exactly what we spend ."
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of almost what we spend ."
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of the what we spend ."
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of about what we spend ."
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of what little we spend ."
mutation sentence,"The single most costly thing we spend on is rent and advertising , those two together make up the bulk of what else we spend ."

original sentence,So we were trying to get as many international games as possible .
wrong word,as
mutation sentence,So we were trying to get as many international games as possible here .

original sentence,I turned to Whitman to find some understanding of what is happening in the world right now .
wrong word,of
mutation sentence,I turned to Whitman to finally find some understanding of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some greater understanding of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some basic understanding of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some other understanding of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding out of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding inside of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding outside of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding more of what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of exactly what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of just what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of the what is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what exactly is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what really is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what else is happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what is really happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what is truly happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what is actually happening in the world right now .
mutation sentence,I turned to Whitman to find some understanding of what is happening back in the world right now .

original sentence,Studying groups is a bit like studying symmetry .
wrong word,like
mutation sentence,Studying groups is a bit like really studying symmetry .
mutation sentence,Studying groups is a bit like systematically studying symmetry .

original sentence,""" People are still intrigued by how stars live , dress and socialize , since it is so different from most people 's every day lives . """
wrong word,by
mutation sentence,""" People there are still intrigued by how stars live , dress and socialize , since it is so different from most people 's every day lives . """
mutation sentence,""" People are still intrigued by just how stars live , dress and socialize , since it is so different from most people 's every day lives . """
mutation sentence,""" People are still intrigued by the how stars live , dress and socialize , since it is so different from most people 's every day lives . """
mutation sentence,""" People are still intrigued by exactly how stars live , dress and socialize , since it is so different from most people 's every day lives . """
mutation sentence,""" People are still intrigued by how stars here live , dress and socialize , since it is so different from most people 's every day lives . """

original sentence,"The model does not include the effect of rising carbon dioxide concentration , which has complex and potentially offsetting impacts on global food supply ."
wrong word,of
mutation sentence,"The model does not include the effect of the rising carbon dioxide concentration , which has complex and potentially offsetting impacts on global food supply ."
mutation sentence,"The model does not include the effect of a rising carbon dioxide concentration , which has complex and potentially offsetting impacts on global food supply ."

original sentence,"Take note of how they act , talk , and use their social status ."
wrong word,of
mutation sentence,"Take note of exactly how they act , talk , and use their social status ."
mutation sentence,"Take note of their how they act , talk , and use their social status ."

original sentence,"Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves , as well as reducing the amount of foliage which grows ."
wrong word,as
mutation sentence,"Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves , as well as drastically reducing the amount of foliage which grows ."
mutation sentence,"Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves , as well as dramatically reducing the amount of foliage which grows ."
mutation sentence,"Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves , as well as significantly reducing the amount of foliage which grows ."
mutation sentence,"Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves , as well as severely reducing the amount of foliage which grows ."
mutation sentence,"Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves , as well as further reducing the amount of foliage which grows ."

original sentence,"Rather than asking a question , you can also simply offer your comments on these things ."
wrong word,than
mutation sentence,"Rather than merely asking a question , you can also simply offer your comments on these things ."
mutation sentence,"Rather than directly asking a question , you can also simply offer your comments on these things ."
mutation sentence,"Rather than asking people a question , you can also simply offer your comments on these things ."

original sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" writing the great American novel "" or "" drowning my sorrows "" ."
wrong word,like
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" just writing the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" on writing the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" not writing the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" about writing the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" been writing the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" off writing the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" writing about the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" writing in the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" writing on the great American novel "" or "" drowning my sorrows "" ."
mutation sentence,"For instance , if you 're asked what you 're up to , rather than saying , "" looking for people to hit on on Facebook "" you might find that it 's a better idea to give a sarcastic answer like "" writing like the great American novel "" or "" drowning my sorrows "" ."

original sentence,You wo n't be tripping over boxes and you can have a better idea of what you have and where things are .
wrong word,of
mutation sentence,You wo n't be tripping over boxes and you can have a better idea of just what you have and where things are .
mutation sentence,You wo n't be tripping over boxes and you can have a better idea of both what you have and where things are .
mutation sentence,You wo n't be tripping over boxes and you can have a better idea of what else you have and where things are .



"pos from 从句连词 to 副词
"
original sentence,This frightened me so that I did n’t dare turn .
wrong word,so
mutation sentence,This frightened me so that even I did n’t dare turn .
mutation sentence,This frightened me so that sometimes I did n’t dare turn .
mutation sentence,This frightened me so that suddenly I did n’t dare turn .
mutation sentence,This frightened me so that now I did n’t dare turn .
mutation sentence,This frightened me so that still I did n’t dare turn .
mutation sentence,This frightened me so that almost I did n’t dare turn .
mutation sentence,This frightened me so that finally I did n’t dare turn .



"pos from 从句连词 to 助词
"


"pos from 从句连词 to 并列连词
"


"pos from 从句连词 to 定冠
"


"pos from 从句连词 to 感叹
"


"pos from 从句连词 to 名词
"


"pos from 从句连词 to 数字
"


"pos from 从句连词 to 功能
"


"pos from 从句连词 to 代词
"
original sentence,"If you ca n't buy ballet shoes , that it is okay ."
wrong word,that
mutation sentence,"If you ca n't buy ballet shoes , that is it is okay ."



"pos from 从句连词 to 特指名词
"


"pos from 从句连词 to 标点
"


"pos from 从句连词 to 从句连词
"


"pos from 从句连词 to 符号
"


"pos from 从句连词 to 动词
"


"pos from 从句连词 to 其他
"


"pos from 符号 to 形容
"


"pos from 符号 to 介词
"


"pos from 符号 to 副词
"


"pos from 符号 to 助词
"


"pos from 符号 to 并列连词
"


"pos from 符号 to 定冠
"


"pos from 符号 to 感叹
"


"pos from 符号 to 名词
"


"pos from 符号 to 数字
"


"pos from 符号 to 功能
"


"pos from 符号 to 代词
"


"pos from 符号 to 特指名词
"


"pos from 符号 to 标点
"


"pos from 符号 to 从句连词
"


"pos from 符号 to 符号
"


"pos from 符号 to 动词
"


"pos from 符号 to 其他
"


"pos from 动词 to 形容
"


"pos from 动词 to 介词
"


"pos from 动词 to 副词
"
original sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , also known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."
wrong word,c.
mutation sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , sometimes also known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."
mutation sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , possibly also known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."
mutation sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , often also known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."
mutation sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , probably also known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."
mutation sentence,"Theodorus of Tabennese ( c. 314 – 368 ) , also sometimes known as Abba Theodorus and Theodore the Sanctified was the spiritual successor to Pachomius and played a crucial role in preventing the first Christian cenobitic monastic federation from collapsing after the death of its founder ."



"pos from 动词 to 助词
"
original sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks .
wrong word,was
mutation sentence,The purpose of this pilot study was also to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was originally to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was partly to assess the effects of different written interpretation on the visual exploration of artworks .

original sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is to mimic expertise [ 17 ] ."
wrong word,is
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is not to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is also to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is simply to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is necessarily to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is just to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is like to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is essentially to mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is to deliberately mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is to actually mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is to similarly mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is to intentionally mimic expertise [ 17 ] ."
mutation sentence,"Since expertise must be assessed through indirect markers , to mimic the markers of expertise is to consciously mimic expertise [ 17 ] ."

original sentence,The controversy surrounding Beall ’s decision indicates how difficult it is to make such judgments — even for professionals .
wrong word,is
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is sometimes to make such judgments — even for professionals .
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is often to make such judgments — even for professionals .
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is today to make such judgments — even for professionals .
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is not to make such judgments — even for professionals .
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is generally to make such judgments — even for professionals .
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is now to make such judgments — even for professionals .
mutation sentence,The controversy surrounding Beall ’s decision indicates how difficult it is indeed to make such judgments — even for professionals .

original sentence,"A fundamental tenet of linguistic science is that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."
wrong word,is
mutation sentence,"A fundamental tenet of linguistic science is simply that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."
mutation sentence,"A fundamental tenet of linguistic science is not that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."
mutation sentence,"A fundamental tenet of linguistic science is therefore that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."
mutation sentence,"A fundamental tenet of linguistic science is merely that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."
mutation sentence,"A fundamental tenet of linguistic science is precisely that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."
mutation sentence,"A fundamental tenet of linguistic science is only that the sound of a word has a purely arbitrary connection to the word 's meaning [ 1 ] , [ 2 ] ."

original sentence,The most reliable way to study a conversational interjection is by examining cases of actual use .
wrong word,is
mutation sentence,The most reliable way to study a conversational intentional interjection is by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is simply by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is perhaps by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is generally by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is usually by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is often by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is probably by examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by systematically examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by carefully examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by simply examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by directly examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by closely examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by critically examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by thoroughly examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by indirectly examining cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by examining documented cases of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by examining cases not of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by examining cases rarely of actual use .
mutation sentence,The most reliable way to study a conversational interjection is by examining cases of its actual use .
mutation sentence,The most reliable way to study a conversational interjection is by examining cases of their actual use .
mutation sentence,The most reliable way to study a conversational interjection is by examining cases of actual its use .
mutation sentence,The most reliable way to study a conversational interjection is by examining cases of actual their use .

original sentence,The objective of the land reparcelling is to reunify the lands of an owner to facilitate their exploitation .
wrong word,is
mutation sentence,The objective of the land reparcelling is usually to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is generally to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is often to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is mainly to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is also to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is primarily to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is not to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is always to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is therefore to reunify the lands of an owner to facilitate their exploitation .
mutation sentence,The objective of the land reparcelling is thus to reunify the lands of an owner to facilitate their exploitation .

original sentence,A consequence of this law is that if the velocity increases then the pressure falls .
wrong word,is
mutation sentence,A consequence of this law is simply that if the velocity increases then the pressure falls .
mutation sentence,A consequence of this law is in that if the velocity increases then the pressure falls .

original sentence,"For however imaginary that memory was , it was also a part of his love for his grandmother ."
wrong word,was
mutation sentence,"For however imaginary that memory was , maybe it was also a part of his love for his grandmother ."

original sentence,"I mean the theory was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."
wrong word,was
mutation sentence,"I mean the original theory was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."
mutation sentence,"I mean the general theory was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."
mutation sentence,"I mean the underlying theory was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."
mutation sentence,"I mean the official theory was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."
mutation sentence,"I mean the core theory was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."
mutation sentence,"I mean the theory really was , whether you believe it or not , that it would be a defensive alliance against potential Soviet aggression , that ’s the basic doctrine ."

original sentence,"When the Soviet Union collapsed there had been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
wrong word,been
mutation sentence,"When the Soviet Union collapsed there already had been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there actually had been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there apparently had been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there originally had been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had not been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had long been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had previously been an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been not an agreement , a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , possibly a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , perhaps a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , albeit a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , probably a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , apparently a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , likely a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , presumably a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."
mutation sentence,"When the Soviet Union collapsed there had been an agreement , not a recent agreement , between Gorbachev and the U.S government and the first Bush administration ."

original sentence,The agreement was that Gorbachev agreed to a quite remarkable concession : he agreed to let a united Germany join the NATO military alliance .
wrong word,was
mutation sentence,The agreement was in that Gorbachev agreed to a quite remarkable concession : he agreed to let a united Germany join the NATO military alliance .

original sentence,Well one of the first things he did was to back down on the promise of not expanding NATO to the east .
wrong word,was
mutation sentence,Well one of the first things he did was not to back down on the promise of not expanding NATO to the east .

original sentence,Our long term goal is to produce practical instructions on almost every topic in every language .
